GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
OpenJPA Kernel,org.apache.openjpa.event,DynamicTCPRemoteCommitProvider.TcpAddressesUpdater,183,0,18,0,34,0,13,0,4,0
OpenJPA Kernel,org.apache.openjpa.event,LifecycleEventManager,1079,7,269,0,253,2,163,1,22,1
OpenJPA Kernel,org.apache.openjpa.event,ExceptionOrphanedKeyAction,16,0,0,0,4,0,3,0,3,0
OpenJPA Kernel,org.apache.openjpa.event,RemoteCommitEventManager,322,0,64,0,97,0,51,0,19,0
OpenJPA Kernel,org.apache.openjpa.event,DynamicTCPRemoteCommitProvider,42,0,0,0,14,0,5,0,5,0
OpenJPA Kernel,org.apache.openjpa.event,BrokerFactoryEventManager,29,0,0,0,11,0,3,0,3,0
OpenJPA Kernel,org.apache.openjpa.event,AbstractRemoteCommitProvider,64,0,8,0,16,0,11,0,7,0
OpenJPA Kernel,org.apache.openjpa.event,AbstractTransactionListener,40,0,0,0,20,0,11,0,11,0
OpenJPA Kernel,org.apache.openjpa.event,NoneOrphanedKeyAction,5,0,0,0,2,0,2,0,2,0
OpenJPA Kernel,org.apache.openjpa.event,LogOrphanedKeyAction,116,0,20,0,28,0,20,0,8,0
OpenJPA Kernel,org.apache.openjpa.event,MethodLifecycleCallbacks,241,0,38,0,52,0,31,0,12,0
OpenJPA Kernel,org.apache.openjpa.event,SingleJVMRemoteCommitProvider,39,0,4,0,13,0,6,0,4,0
OpenJPA Kernel,org.apache.openjpa.event,BeanLifecycleCallbacks,127,0,8,0,29,0,11,0,7,0
OpenJPA Kernel,org.apache.openjpa.event,TCPRemoteCommitProvider.TCPPortListener.ReceiveSocketHandler,253,0,30,0,57,0,20,0,5,0
OpenJPA Kernel,org.apache.openjpa.event,AbstractLifecycleListener,76,0,0,0,38,0,20,0,20,0
OpenJPA Kernel,org.apache.openjpa.event,TCPRemoteCommitProvider.HostAddress.SocketPoolableObjectFactory,102,0,4,0,15,0,6,0,4,0
OpenJPA Kernel,org.apache.openjpa.event,TCPRemoteCommitProvider.TCPPortListener,283,0,28,0,77,0,20,0,6,0
OpenJPA Kernel,org.apache.openjpa.event,TCPRemoteCommitProvider.BroadcastQueue,48,0,6,0,15,0,8,0,5,0
OpenJPA Kernel,org.apache.openjpa.event,BrokerFactoryEvent,14,0,0,0,5,0,3,0,3,0
OpenJPA Kernel,org.apache.openjpa.event,RemoteCommitEvent,239,0,36,0,55,0,30,0,12,0
OpenJPA Kernel,org.apache.openjpa.event,JMSRemoteCommitProvider,344,0,38,0,94,0,33,0,14,0
OpenJPA Kernel,org.apache.openjpa.event,TransactionEvent,50,0,8,0,12,0,10,0,6,0
OpenJPA Kernel,org.apache.openjpa.event,TransactionEventManager,150,27,45,3,40,7,31,4,3,4
OpenJPA Kernel,org.apache.openjpa.event,LifecycleEventManager.ListenerList,206,0,30,0,52,0,21,0,6,0
OpenJPA Kernel,org.apache.openjpa.event,TCPRemoteCommitProvider.BroadcastWorkerThread,49,0,6,0,17,0,7,0,4,0
OpenJPA Kernel,org.apache.openjpa.event,TCPRemoteCommitProvider,514,0,36,0,131,0,38,0,20,0
OpenJPA Kernel,org.apache.openjpa.event,LifecycleEvent,114,0,0,0,9,0,5,0,5,0
OpenJPA Kernel,org.apache.openjpa.event,TCPRemoteCommitProvider.HostAddress,325,0,30,0,87,0,28,0,13,0
OpenJPA Kernel,org.apache.openjpa.event,JMSRemoteCommitProvider.new MessageListener() {...},114,0,16,0,27,0,10,0,2,0
OpenJPA Kernel,org.apache.openjpa.instrumentation.jmx,PreparedQueryCacheJMXInstrument,80,0,4,0,23,0,10,0,8,0
OpenJPA Kernel,org.apache.openjpa.instrumentation.jmx,QueryCacheJMXInstrument,83,0,4,0,24,0,10,0,8,0
OpenJPA Kernel,org.apache.openjpa.instrumentation.jmx,DataCacheJMXInstrument,115,0,10,0,32,0,13,0,8,0
OpenJPA Kernel,org.apache.openjpa.instrumentation.jmx,JMXProvider,275,0,34,0,65,0,27,0,10,0
OpenJPA Kernel,org.apache.openjpa.datacache,DataCacheStoreManager.PCDataHolder,9,0,0,0,4,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.datacache,ClearableScheduler.Schedule,358,0,30,0,66,0,20,0,5,0
OpenJPA Kernel,org.apache.openjpa.datacache,TypeBasedCacheDistributionPolicy,85,0,14,0,21,0,14,0,7,0
OpenJPA Kernel,org.apache.openjpa.datacache,ExpirationEvent,16,0,0,0,6,0,3,0,3,0
OpenJPA Kernel,org.apache.openjpa.datacache,ClearableScheduler,214,0,20,0,59,0,20,0,10,0
OpenJPA Kernel,org.apache.openjpa.datacache,QueryCacheStoreQuery.QueryCacheExecutor,391,0,28,0,71,0,41,0,27,0
OpenJPA Kernel,org.apache.openjpa.datacache,DataCacheMode,33,0,0,0,6,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.datacache,DataCachePCDataGenerator,847,0,8,0,152,0,14,0,10,0
OpenJPA Kernel,org.apache.openjpa.datacache,QueryCacheStoreQuery.CachingResultObjectProvider,334,0,42,0,89,0,34,0,13,0
OpenJPA Kernel,org.apache.openjpa.datacache,DefaultCacheDistributionPolicy,10,0,0,0,5,0,5,0,5,0
OpenJPA Kernel,org.apache.openjpa.datacache,QueryCacheStoreQuery.CachedList,72,0,6,0,17,0,7,0,4,0
OpenJPA Kernel,org.apache.openjpa.datacache,DataCachePCDataImpl,260,0,38,0,72,0,43,0,24,0
OpenJPA Kernel,org.apache.openjpa.datacache,QueryCacheStoreQuery,319,0,44,0,86,0,50,0,27,0
OpenJPA Kernel,org.apache.openjpa.datacache,PartitionedDataCache,291,0,28,0,59,0,25,0,11,0
OpenJPA Kernel,org.apache.openjpa.datacache,QueryCacheStoreQuery.CachedObjectId,6,0,0,0,3,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.datacache,DelegatingQueryCache,276,0,38,0,102,0,40,0,21,0
OpenJPA Kernel,org.apache.openjpa.datacache,QueryKey,831,0,127,0,184,0,84,0,20,0
OpenJPA Kernel,org.apache.openjpa.datacache,TypesChangedEvent,10,0,0,0,4,0,2,0,2,0
OpenJPA Kernel,org.apache.openjpa.datacache,DataCacheStoreManager,1738,0,352,0,408,0,201,0,24,0
OpenJPA Kernel,org.apache.openjpa.datacache,AbstractDataCache,996,0,144,0,233,0,127,0,55,0
OpenJPA Kernel,org.apache.openjpa.datacache,ConcurrentDataCache,148,0,6,0,44,0,25,0,22,0
OpenJPA Kernel,org.apache.openjpa.datacache,QueryResult,56,0,6,0,14,0,9,0,6,0
OpenJPA Kernel,org.apache.openjpa.datacache,AbstractQueryCache.Default,367,0,16,0,84,0,34,0,26,0
OpenJPA Kernel,org.apache.openjpa.datacache,CacheStatisticsImpl,333,0,24,0,79,0,46,0,34,0
OpenJPA Kernel,org.apache.openjpa.datacache,DataCacheStoreManager.Modifications,23,0,0,0,5,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.datacache,AbstractQueryCache,636,0,104,0,175,0,85,0,33,0
OpenJPA Kernel,org.apache.openjpa.datacache,ConcurrentQueryCache,125,0,4,0,37,0,22,0,20,0
OpenJPA Kernel,org.apache.openjpa.datacache,Caches,52,0,8,0,14,0,6,0,2,0
OpenJPA Kernel,org.apache.openjpa.datacache,DelegatingDataCache,525,0,72,0,191,0,74,0,38,0
OpenJPA Kernel,org.apache.openjpa.datacache,ConcurrentDataCache.new CacheMap() {...},13,0,0,0,3,0,2,0,2,0
OpenJPA Kernel,org.apache.openjpa.datacache,AbstractQueryCache.EvictPolicy,15,0,0,0,1,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.datacache,DataCacheManagerImpl,350,0,50,0,82,0,43,0,18,0
OpenJPA Kernel,org.apache.openjpa.enhance,RedefinitionHelper.new InvocationHandler() {...},20,0,0,0,3,0,2,0,2,0
OpenJPA Kernel,org.apache.openjpa.enhance,ReflectingPersistenceCapable,730,0,86,0,171,0,88,0,37,0
OpenJPA Kernel,org.apache.openjpa.enhance,PCClassFileTransformer,348,0,50,0,87,0,34,0,9,0
OpenJPA Kernel,org.apache.openjpa.enhance,PCClassFileTransformer.EnhancedStatusException,6,0,0,0,3,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.enhance,PCEnhancer.Flags,15,0,0,0,5,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.enhance,ManagedClassSubclasser,593,0,100,0,133,0,61,0,11,0
OpenJPA Kernel,org.apache.openjpa.enhance,PCRegistry,199,99,24,6,48,21,28,7,14,6
OpenJPA Kernel,org.apache.openjpa.enhance,InstrumentationFactory,431,0,64,0,117,0,44,0,12,0
OpenJPA Kernel,org.apache.openjpa.enhance,InstrumentationFactory.new PrivilegedAction() {...},57,0,10,0,21,0,7,0,2,0
OpenJPA Kernel,org.apache.openjpa.enhance,ClassRedefiner.new ClassFileTransformer() {...},12,0,0,0,2,0,2,0,2,0
OpenJPA Kernel,org.apache.openjpa.enhance,ApplicationIdTool.new Configurations.Runnable() {...},20,0,0,0,4,0,2,0,2,0
OpenJPA Kernel,org.apache.openjpa.enhance,PCEnhancerAgent,178,0,24,0,59,0,19,0,7,0
OpenJPA Kernel,org.apache.openjpa.enhance,DynamicStorageGenerator,1442,0,69,0,247,0,65,0,27,0
OpenJPA Kernel,org.apache.openjpa.enhance,PCEnhancer,14409,0,1217,0,2699,0,793,0,163,0
OpenJPA Kernel,org.apache.openjpa.enhance,ManagedClassSubclasser.new BytecodeWriter() {...},31,0,0,0,3,0,2,0,2,0
OpenJPA Kernel,org.apache.openjpa.enhance,ApplicationIdTool.Flags,21,0,0,0,7,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.enhance,ClassRedefiner,105,0,16,0,31,0,12,0,4,0
OpenJPA Kernel,org.apache.openjpa.enhance,ApplicationIdTool,3827,0,376,0,779,0,239,0,48,0
OpenJPA Kernel,org.apache.openjpa.enhance,RedefinitionHelper,262,18,47,3,87,4,38,2,14,1
OpenJPA Kernel,org.apache.openjpa.enhance,PersistenceCapable,0,5,0,0,0,1,0,1,0,1
OpenJPA Kernel,org.apache.openjpa.enhance,Reflection,1733,0,266,0,418,0,202,0,69,0
OpenJPA Kernel,org.apache.openjpa.enhance,CodeGenerator,1234,0,128,0,277,0,95,0,31,0
OpenJPA Kernel,org.apache.openjpa.enhance,PCClassFileTransformer.Reentrant,45,0,2,0,10,0,4,0,3,0
OpenJPA Kernel,org.apache.openjpa.enhance,PCSubclassValidator,445,0,60,0,106,0,42,0,12,0
OpenJPA Kernel,org.apache.openjpa.enhance,PCEnhancerAgent.new ClassResolver() {...},9,0,0,0,2,0,2,0,2,0
OpenJPA Kernel,org.apache.openjpa.enhance,PCDataGenerator,3964,0,88,0,707,0,79,0,35,0
OpenJPA Kernel,org.apache.openjpa.enhance,PCClassFileTransformer.new ClassVisitor() {...},41,0,16,0,7,0,10,0,2,0
OpenJPA Kernel,org.apache.openjpa.enhance,PCRegistry.Meta,0,18,0,0,0,7,0,1,0,1
OpenJPA Kernel,org.apache.openjpa.audit,AuditLogger,124,0,8,0,26,0,13,0,9,0
OpenJPA Kernel,org.apache.openjpa.audit,AuditableOperation,27,0,0,0,5,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.util.proxy,DelayedPriorityQueueProxy,633,0,120,0,170,0,110,0,50,0
OpenJPA Kernel,org.apache.openjpa.util.proxy,ProxyMaps,221,0,22,0,59,0,29,0,18,0
OpenJPA Kernel,org.apache.openjpa.util.proxy,ProxyCollections.new ProxyCollections.ProxyIterator() {...},49,0,2,0,12,0,5,0,4,0
OpenJPA Kernel,org.apache.openjpa.util.proxy,ProxyCollections.new ProxyCollections.ProxyListIterator() {...},135,0,8,0,35,0,14,0,10,0
OpenJPA Kernel,org.apache.openjpa.util.proxy,DelayedLinkedHashSetProxy,523,0,106,0,141,0,97,0,44,0
OpenJPA Kernel,org.apache.openjpa.util.proxy,ProxyMaps.ProxyEntrySetImpl.new Iterator() {...},79,0,5,0,16,0,7,0,4,0
OpenJPA Kernel,org.apache.openjpa.util.proxy,ProxyCollections,624,0,108,0,186,0,102,0,48,0
OpenJPA Kernel,org.apache.openjpa.util.proxy,DelayedVectorProxy,973,0,216,0,283,0,180,0,72,0
OpenJPA Kernel,org.apache.openjpa.util.proxy,ProxyMaps.ProxyEntrySetImpl,69,0,7,0,21,0,11,0,7,0
OpenJPA Kernel,org.apache.openjpa.util.proxy,DelayedTreeSetProxy,722,0,170,0,191,0,145,0,60,0
OpenJPA Kernel,org.apache.openjpa.util.proxy,DelayedHashSetProxy,523,0,106,0,141,0,97,0,44,0
OpenJPA Kernel,org.apache.openjpa.util.proxy,DelayedArrayListProxy,665,0,140,0,184,0,122,0,52,0
OpenJPA Kernel,org.apache.openjpa.util.proxy,DelayedLinkedListProxy,993,0,228,0,292,0,187,0,73,0
OpenJPA Kernel,org.apache.openjpa.kernel,UUIDHexSeq,26,0,0,0,11,0,8,0,8,0
OpenJPA Kernel,org.apache.openjpa.kernel,ExtentImpl.CloseableIteratorChain,68,0,10,0,18,0,11,0,6,0
OpenJPA Kernel,org.apache.openjpa.kernel,ENonTransState,45,3,4,0,18,1,12,1,10,1
OpenJPA Kernel,org.apache.openjpa.kernel,AbstractPCData.ProxyDataList,13,0,0,0,4,0,2,0,2,0
OpenJPA Kernel,org.apache.openjpa.kernel,StoreQuery.Range,30,0,0,0,9,0,2,0,2,0
OpenJPA Kernel,org.apache.openjpa.kernel,BrokerImpl.TransactionalCache,290,38,73,5,59,12,57,4,19,3
OpenJPA Kernel,org.apache.openjpa.kernel,BrokerImpl,6843,2711,1131,299,1752,760,768,229,131,146
OpenJPA Kernel,org.apache.openjpa.kernel,FillStrategy.Factory,158,0,12,0,21,0,8,0,2,0
OpenJPA Kernel,org.apache.openjpa.kernel,DistinctResultList,216,0,6,0,63,0,29,0,26,0
OpenJPA Kernel,org.apache.openjpa.kernel,ECopyState,39,3,0,0,17,1,13,1,13,1
OpenJPA Kernel,org.apache.openjpa.kernel,ExpressionStoreQuery.AbstractExpressionExecutor,411,0,56,0,95,0,50,0,22,0
OpenJPA Kernel,org.apache.openjpa.kernel,AbstractLockManager,39,0,2,0,14,0,9,0,8,0
OpenJPA Kernel,org.apache.openjpa.kernel,PNonTransDirtyState,27,3,0,0,12,1,10,1,10,1
OpenJPA Kernel,org.apache.openjpa.kernel,SaveFieldManager,310,67,62,8,74,15,43,4,9,1
OpenJPA Kernel,org.apache.openjpa.kernel,BrokerImpl.ManagedObjectCollection,18,0,0,0,6,0,4,0,4,0
OpenJPA Kernel,org.apache.openjpa.kernel,OpenJPASavepoint,107,0,8,0,26,0,12,0,8,0
OpenJPA Kernel,org.apache.openjpa.kernel,PNewFlushedDeletedState,46,3,0,0,17,1,16,1,16,1
OpenJPA Kernel,org.apache.openjpa.kernel,QueryImpl,3479,0,515,0,854,0,371,0,109,0
OpenJPA Kernel,org.apache.openjpa.kernel,ROPStoreManager,65,0,8,0,20,0,9,0,5,0
OpenJPA Kernel,org.apache.openjpa.kernel,ObjectIdStateManager,850,0,56,0,235,0,176,0,143,0
OpenJPA Kernel,org.apache.openjpa.kernel,PCState,162,121,44,0,70,33,48,9,26,9
OpenJPA Kernel,org.apache.openjpa.kernel,FillStrategy.Map,95,0,6,0,15,0,5,0,2,0
OpenJPA Kernel,org.apache.openjpa.kernel,DetachManager.DetachFieldManager,96,40,20,2,20,12,14,2,2,2
OpenJPA Kernel,org.apache.openjpa.kernel,InMemorySavepointManager,29,0,2,0,10,0,6,0,5,0
OpenJPA Kernel,org.apache.openjpa.kernel,OrderingMergedResultObjectProvider.OrderingComparator,87,0,20,0,22,0,13,0,3,0
OpenJPA Kernel,org.apache.openjpa.kernel,DataCacheRetrieveMode,15,0,0,0,3,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.kernel,VersionAttachStrategy,653,165,131,19,157,44,84,8,8,6
OpenJPA Kernel,org.apache.openjpa.kernel,QueryStatistics.None,54,0,0,0,23,0,19,0,19,0
OpenJPA Kernel,org.apache.openjpa.kernel,Filters,2404,0,646,0,599,0,381,0,39,0
OpenJPA Kernel,org.apache.openjpa.kernel,TimeSeededSeq,35,0,0,0,12,0,8,0,8,0
OpenJPA Kernel,org.apache.openjpa.kernel,QueryImpl.PackingResultObjectProvider,84,0,8,0,26,0,15,0,11,0
OpenJPA Kernel,org.apache.openjpa.kernel,UUIDStringSeq,26,0,0,0,11,0,8,0,8,0
OpenJPA Kernel,org.apache.openjpa.kernel,TransferFieldManager,137,15,4,0,45,5,23,1,21,1
OpenJPA Kernel,org.apache.openjpa.kernel,AbstractBrokerFactory.RemoveTransactionSync,18,0,0,0,6,0,3,0,3,0
OpenJPA Kernel,org.apache.openjpa.kernel,FillStrategy,4,0,0,0,1,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.kernel,FillStrategy.NewInstance,130,0,14,0,28,0,11,0,4,0
OpenJPA Kernel,org.apache.openjpa.kernel,DetachedValueStateManager,647,0,29,0,178,0,141,0,122,0
OpenJPA Kernel,org.apache.openjpa.kernel,PNewState,40,23,3,1,16,10,12,6,10,6
OpenJPA Kernel,org.apache.openjpa.kernel,PNewProvisionalState,46,3,0,0,21,1,15,1,15,1
OpenJPA Kernel,org.apache.openjpa.kernel,FillStrategy.Array,36,0,4,0,8,0,4,0,2,0
OpenJPA Kernel,org.apache.openjpa.kernel,ResultShape,554,0,72,0,116,0,63,0,27,0
OpenJPA Kernel,org.apache.openjpa.kernel,QueryStatistics.Default,373,0,18,0,85,0,34,0,25,0
OpenJPA Kernel,org.apache.openjpa.kernel,DetachManagerLite,132,13,20,0,33,4,13,1,3,1
OpenJPA Kernel,org.apache.openjpa.kernel,AbstractFieldManager,80,3,0,0,20,1,20,1,20,1
OpenJPA Kernel,org.apache.openjpa.kernel,DetachedStateManager,1630,0,216,0,409,0,240,0,126,0
OpenJPA Kernel,org.apache.openjpa.kernel,PNewFlushedDeletedFlushedState,7,3,0,0,4,1,3,1,3,1
OpenJPA Kernel,org.apache.openjpa.kernel,FillStrategy.Assign,21,0,0,0,5,0,2,0,2,0
OpenJPA Kernel,org.apache.openjpa.kernel,StateManagerImpl,6362,692,1072,85,1463,186,779,56,196,43
OpenJPA Kernel,org.apache.openjpa.kernel,DelegatingBrokerFactory,256,0,10,0,88,0,30,0,25,0
OpenJPA Kernel,org.apache.openjpa.kernel,ExpressionStoreQuery.InMemoryExecutor.AssertNoVariablesExpressionVisitor,23,0,2,0,7,0,3,0,2,0
OpenJPA Kernel,org.apache.openjpa.kernel,DetachManager,467,389,115,47,114,108,82,14,7,8
OpenJPA Kernel,org.apache.openjpa.kernel,UUIDType4StringSeq,26,0,0,0,11,0,8,0,8,0
OpenJPA Kernel,org.apache.openjpa.kernel,QueryImpl.MergedExecutor,441,0,34,0,70,0,42,0,25,0
OpenJPA Kernel,org.apache.openjpa.kernel,ExtentImpl,311,4,46,0,88,1,35,1,12,1
OpenJPA Kernel,org.apache.openjpa.kernel,HollowState,22,13,0,0,11,6,10,3,10,3
OpenJPA Kernel,org.apache.openjpa.kernel,ResultPacker,904,0,164,0,194,0,94,0,12,0
OpenJPA Kernel,org.apache.openjpa.kernel,DelegatingSeq,125,0,10,0,39,0,17,0,12,0
OpenJPA Kernel,org.apache.openjpa.kernel,MethodStoreQuery,170,0,12,0,31,0,15,0,9,0
OpenJPA Kernel,org.apache.openjpa.kernel,StoreContext,0,6,0,0,0,1,0,1,0,1
OpenJPA Kernel,org.apache.openjpa.kernel,TransientState,2,17,0,0,1,5,1,2,1,2
OpenJPA Kernel,org.apache.openjpa.kernel,NoneLockManager,17,0,0,0,8,0,5,0,5,0
OpenJPA Kernel,org.apache.openjpa.kernel,PDirtyState,55,3,4,0,20,1,18,1,16,1
OpenJPA Kernel,org.apache.openjpa.kernel,DelegatingResultList.DelegatingListIterator,152,0,6,0,49,0,17,0,14,0
OpenJPA Kernel,org.apache.openjpa.kernel,AbstractPCData,683,0,106,0,170,0,74,0,14,0
OpenJPA Kernel,org.apache.openjpa.kernel,FinalizingBrokerImpl,11,0,2,0,5,0,3,0,2,0
OpenJPA Kernel,org.apache.openjpa.kernel,EDirtyState,42,3,0,0,19,1,15,1,15,1
OpenJPA Kernel,org.apache.openjpa.kernel,AbstractPCResultObjectProvider,76,0,2,0,24,0,12,0,11,0
OpenJPA Kernel,org.apache.openjpa.kernel,ExtentImpl.FilterDeletedIterator,76,0,10,0,20,0,12,0,7,0
OpenJPA Kernel,org.apache.openjpa.kernel,DelegatingQuery,758,0,10,0,273,0,83,0,78,0
OpenJPA Kernel,org.apache.openjpa.kernel,ExpressionStoreQuery.InMemoryExecutor,374,0,30,0,62,0,21,0,6,0
OpenJPA Kernel,org.apache.openjpa.kernel,AttachManager,166,402,37,49,40,107,30,33,4,16
OpenJPA Kernel,org.apache.openjpa.kernel,Audited,135,0,16,0,28,0,15,0,7,0
OpenJPA Kernel,org.apache.openjpa.kernel,ExpressionStoreQuery.AbstractExpressionExecutor.ValidateGroupingExpressionVisitor,172,0,32,0,46,0,20,0,4,0
OpenJPA Kernel,org.apache.openjpa.kernel,AbstractStoreQuery.AbstractExecutor,130,0,12,0,33,0,29,0,23,0
OpenJPA Kernel,org.apache.openjpa.kernel,AutoDetach,0,47,0,0,0,2,0,1,0,1
OpenJPA Kernel,org.apache.openjpa.kernel,ExpressionStoreQuery,137,0,6,0,32,0,21,0,18,0
OpenJPA Kernel,org.apache.openjpa.kernel,PNonTransDeletedState,44,3,0,0,13,1,13,1,13,1
OpenJPA Kernel,org.apache.openjpa.kernel,PCDataImpl,612,0,88,0,153,0,78,0,34,0
OpenJPA Kernel,org.apache.openjpa.kernel,ExpressionStoreQuery.new Resolver() {...},35,0,0,0,6,0,6,0,6,0
OpenJPA Kernel,org.apache.openjpa.kernel,Bootstrap,239,0,12,0,60,0,15,0,9,0
OpenJPA Kernel,org.apache.openjpa.kernel,DetachedStateAttachStrategy,175,159,43,17,35,47,32,4,1,4
OpenJPA Kernel,org.apache.openjpa.kernel,AbstractBrokerFactory,1323,9,156,0,348,3,124,1,46,1
OpenJPA Kernel,org.apache.openjpa.kernel,QueryLanguages,61,0,2,0,16,0,4,0,3,0
OpenJPA Kernel,org.apache.openjpa.kernel,EDeletedState,27,3,0,0,12,1,11,1,11,1
OpenJPA Kernel,org.apache.openjpa.kernel,DataCacheStoreMode,21,0,0,0,4,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.kernel,PDeletedState,54,3,2,0,18,1,17,1,16,1
OpenJPA Kernel,org.apache.openjpa.kernel,TLoadedState,2,9,0,0,1,4,1,3,1,3
OpenJPA Kernel,org.apache.openjpa.kernel,QueryResultCallback,53,0,0,0,13,0,7,0,7,0
OpenJPA Kernel,org.apache.openjpa.kernel,AbstractBrokerFactory.new Object() {...},6,0,0,0,1,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.kernel,PDeletedFlushedState,8,3,0,0,4,1,3,1,3,1
OpenJPA Kernel,org.apache.openjpa.kernel,DelegatingResultList,362,0,8,0,114,0,41,0,37,0
OpenJPA Kernel,org.apache.openjpa.kernel,FetchConfigurationImpl.ConfigurationState,63,0,0,0,21,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.kernel,ExtentImpl.FilterNewIterator,50,0,10,0,13,0,8,0,3,0
OpenJPA Kernel,org.apache.openjpa.kernel,SingleFieldManager,1948,20,422,0,444,7,261,2,36,2
OpenJPA Kernel,org.apache.openjpa.kernel,PNonTransState,120,7,22,0,39,3,23,2,12,2
OpenJPA Kernel,org.apache.openjpa.kernel,TCleanState,37,3,4,0,13,1,9,1,7,1
OpenJPA Kernel,org.apache.openjpa.kernel,QueryImpl.CompilationKey,147,0,32,0,29,0,19,0,3,0
OpenJPA Kernel,org.apache.openjpa.kernel,DetachManager.InstanceDetachFieldManager,625,65,106,4,143,16,74,3,16,3
OpenJPA Kernel,org.apache.openjpa.kernel,AttachStrategy,1106,68,223,8,246,17,131,7,12,4
OpenJPA Kernel,org.apache.openjpa.kernel,ManagedCache,399,231,97,43,83,62,63,19,4,8
OpenJPA Kernel,org.apache.openjpa.kernel,MethodStoreQuery.MethodExecutor,489,0,60,0,109,0,37,0,7,0
OpenJPA Kernel,org.apache.openjpa.kernel,InverseManager,606,8,149,0,157,2,99,1,20,1
OpenJPA Kernel,org.apache.openjpa.kernel,ClearFieldManager,22,8,0,0,11,3,11,2,11,2
OpenJPA Kernel,org.apache.openjpa.kernel,AbstractStoreQuery,51,0,0,0,22,0,20,0,20,0
OpenJPA Kernel,org.apache.openjpa.kernel,FillStrategy.Bean,124,0,8,0,19,0,6,0,2,0
OpenJPA Kernel,org.apache.openjpa.kernel,AuditManager.AuditCallback,213,0,18,0,63,0,31,0,22,0
OpenJPA Kernel,org.apache.openjpa.kernel,TDirtyState,44,3,2,0,15,1,12,1,11,1
OpenJPA Kernel,org.apache.openjpa.kernel,SavepointFieldManager,332,0,40,0,80,0,38,0,16,0
OpenJPA Kernel,org.apache.openjpa.kernel,ECleanState,32,3,0,0,16,1,14,1,14,1
OpenJPA Kernel,org.apache.openjpa.kernel,BrokerImpl.StateManagerId,65,32,10,0,13,7,8,4,3,4
OpenJPA Kernel,org.apache.openjpa.kernel,StoreQuery,25,0,0,0,7,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.kernel,DelegatingBroker,1875,0,18,0,678,0,193,0,184,0
OpenJPA Kernel,org.apache.openjpa.kernel,ExpressionStoreQuery.DataStoreExecutor,429,0,40,0,61,0,28,0,8,0
OpenJPA Kernel,org.apache.openjpa.kernel,PCleanState,35,3,2,0,18,1,15,1,14,1
OpenJPA Kernel,org.apache.openjpa.kernel,LocalManagedRuntime,204,34,32,2,72,14,30,5,13,5
OpenJPA Kernel,org.apache.openjpa.kernel,QueryImpl.RemoveOnCloseResultList,194,0,8,0,52,0,39,0,35,0
OpenJPA Kernel,org.apache.openjpa.kernel,DelegatingExtent,173,0,10,0,59,0,23,0,18,0
OpenJPA Kernel,org.apache.openjpa.kernel,DelegatingFetchConfiguration,699,0,10,0,238,0,72,0,67,0
OpenJPA Kernel,org.apache.openjpa.kernel,QueryImpl.Compilation,12,0,0,0,4,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.kernel,FetchConfigurationImpl,2151,0,394,0,493,0,292,0,95,0
OpenJPA Kernel,org.apache.openjpa.kernel,BrokerImpl.ManagedObjectCollection.new Iterator() {...},26,0,0,0,6,0,4,0,4,0
OpenJPA Kernel,org.apache.openjpa.kernel,PNewDeletedState,46,3,0,0,17,1,15,1,15,1
OpenJPA Kernel,org.apache.openjpa.kernel,VersionLockManager,160,0,24,0,45,0,25,0,13,0
OpenJPA Kernel,org.apache.openjpa.kernel,ResultShapePacker,86,0,12,0,15,0,9,0,3,0
OpenJPA Kernel,org.apache.openjpa.kernel,PNonTransNewState,23,3,0,0,11,1,9,1,9,1
OpenJPA Kernel,org.apache.openjpa.kernel,OrderingMergedResultObjectProvider,87,0,6,0,16,0,6,0,3,0
OpenJPA Kernel,org.apache.openjpa.kernel,UUIDType4HexSeq,26,0,0,0,11,0,8,0,8,0
OpenJPA Kernel,org.apache.openjpa.kernel,DelegatingStoreManager,159,62,7,1,37,18,30,10,26,10
OpenJPA Kernel,org.apache.openjpa.kernel,AuditManager,302,0,48,0,76,0,42,0,18,0
OpenJPA Kernel,org.apache.openjpa.validation,ValidationException,12,0,0,0,5,0,2,0,2,0
OpenJPA Kernel,org.apache.openjpa.validation,AbstractValidator,5,0,0,0,2,0,2,0,2,0
